,source_text,target_text
41076,paraphrase: Choverá hoje?,Vai chover hoje?
41077,paraphrase: Ele aposentou-se aos sessenta anos.,Ele se aposentou com 60 anos.
41078,paraphrase: Esta noite choverá.,Vai chover hoje à tarde.
41079,"paraphrase: Choverá, esta noite.",Choveu esta tarde.
41080,paraphrase: Ele é independente de seus pais.,Ele é independente dos seus pais.
41081,paraphrase: Eles caminham debaixo de chuva.,Eles caminham com a chuva caindo.
41082,paraphrase: Eles caminham enquanto a chuva cai.,Eles caminham com a chuva caindo.
41083,paraphrase: Ele ajudou quanto pôde.,Ela ajudou o quanto pôde.
41084,paraphrase: Pode chover esta noite.,Pode ser que chova hoje à noite.
41085,paraphrase: Talvez chova esta noite.,Pode chover hoje à noite.
41086,paraphrase: Amanhã chove?,Vai chover amanhã?
41087,paraphrase: Choverá amanhã?,Será que vai chover amanhã?
41088,paraphrase: Você sabe em qual sala a reunião será realizada?,As senhoras sabem informar em que sala se realizará a reunião?
41089,paraphrase: Tu sabes em que sala se realizará a conferência?,Saberiam os senhores a sala em que se vai efetuar a sessão?
41090,paraphrase: Vós sabeis em que sala se vai realizar a entrevista?,"A senhora, por favor, sabe em que sala vai ter lugar a assembleia?"
41091,paraphrase: Sabem vocês em que sala irá acontecer o congresso?,O senhor saberia a sala em que se efetuará o encontro?
41092,paraphrase: Eu quero comprar essa jaqueta.,Quero essa jaqueta.
41093,paraphrase: Eu gostaria dessa jaqueta.,Eu quero essa jaqueta.
41094,paraphrase: Ninguém quer trabalhar.,Todo mundo gosta de brincar fora.
41095,paraphrase: Continuou chovendo por uma semana.,A chuva durou uma semana.
41096,paraphrase: Choveu durante uma semana.,"Choveu a semana inteira, sem interrupção."
41097,paraphrase: A chuva durou cinco dias.,Choveu cinco dias.
41098,"paraphrase: Por causa da tempestade, ele não chegou.",Ele faltou por causa da tempestade.
41099,paraphrase: Ele não é mais o mesmo homem.,Ele não é o mesmo homem que costumava ser.
41100,paraphrase: Ele não é mais quem era.,Ele não é o mesmo homem que costumava ser.
41101,paraphrase: Ele ficou no hotel por dois dias.,Ele ficou neste hotel durante dois dias.
41102,paraphrase: Tom se sentiu traído.,Tom sentiu-se traído.
41103,"paraphrase: Ele caiu, como se uma bala o tivesse atingido.","Ele caiu, como se tivesse sido atingido por uma bala."
41104,paraphrase: A chuva durou três dias.,Choveu durante três dias.
41105,paraphrase: Continuou chovendo por três dias.,Choveu durante três dias.
41106,paraphrase: O cachorro late a todos os estrangeiros.,Esse cachorro late para todo mundo que não conhece.
41107,paraphrase: Ele se considera o centro do Universo.,Ela acha-se o centro do universo.
41108,paraphrase: Trar-lhe-ei outra toalha de banho.,Eu vou trazer mais uma toalha.
41109,paraphrase: Ele não tem força para dizer algo.,Ele não teve coragem de dizer nada.
41110,paraphrase: Ele não se atreveu a dizer nada.,Ele não teve coragem de dizer nada.
41111,paraphrase: Confie nele. Ele é perito no assunto.,Tenha confiança nele. Ele é especialista no assunto.
41112,"paraphrase: Ninguém, exceto Tom, conhece seu endereço.",Ninguém sabe o seu endereço além do Tom.
41113,"paraphrase: Não importa o que aconteça, manterei minha promessa.","Manterei minha palavra, haja o que houver."
41114,"paraphrase: Manterei minha palavra, aconteça o que acontecer.","Manterei minha palavra, haja o que houver."
41115,"paraphrase: Teu pai te deixa fazer qualquer coisa, mas eu não o farei.","O pai de vocês deixa que vocês façam tudo, sem restrições; comigo, no entanto, a coisa será outra."
41116,"paraphrase: Seu pai lhe permite fazer tudo, mas comigo vai ser diferente.","Vosso pai aceita que façais qualquer coisa, eu, porém, não vou admitir isso."
41117,paraphrase: Não hesiteis em ligar se estiverdes precisando de algo.,"Não se acanhem de ligar, senhoras, se estiverem precisando de algo."
41118,paraphrase: Fique à vontade para ligar se precisar de alguma coisa.,"Não se acanhem de ligar, senhoras, se estiverem precisando de algo."
41119,paraphrase: Não tenham cerimônia de ligar se precisarem de alguma coisa.,"Se os senhores precisarem de alguma coisa, por favor não deixem de ligar."
41120,paraphrase: Ligue sem nenhum constrangimento se o senhor precisar de alguma coisa.,Liguem sem nenhum acanhamento se precisarem de alguma coisa.
41121,paraphrase: Tenha toda a liberdade de ligar se a senhora vier a precisar de algo.,Não te constranjas de ligar se precisares de alguma coisa.
41122,paraphrase: Eu quero estudar matemática.,Eu quero aprender matemática.
41123,paraphrase: Houve apenas um sobrevivente no acidente.,Somente uma pessoa sobreviveu ao acidente.
41124,paraphrase: Tom disse que quer morrer.,Tom disse que queria morrer.
41125,paraphrase: Cinco com três é oito.,Três mais cinco são oito.
41126,paraphrase: Cinco mais três são oito.,Cinco mais três é igual a oito.
41127,paraphrase: Eu levarei esse amarelo.,Eu levarei aquela amarela.
41128,"paraphrase: Apesar de ser muito velho, ele tem saúde.",Ele está cheio de vida apesar de estar muito velho.
41129,paraphrase: Ele tem que consertar o relógio.,Ele tem de consertar o relógio.
41130,paraphrase: A taxa de upload está altíssima.,A taxa de envio de dados está altíssima.
41131,paraphrase: Como se escreve o número 455º por extenso?,"Como se escreve o ordinal 455, por extenso?"
41132,"paraphrase: Devido ao calor, não pude dormir.",Eu não consegui dormir por causa do calor.
41133,paraphrase: Tem um orelhão perto do bar.,Tem um telefone público perto do bar.
41134,paraphrase: Quanto custa a coxinha?,Quanto é a coxinha?
41135,paraphrase: Preciso de um xerox deste livro.,Preciso de uma cópia deste livro.
41136,paraphrase: A mãe disse para eu não falar com estranhos.,A mãe disse que eu não falasse com estranhos.
41137,paraphrase: A vizinha nova? Nunca vi mais gorda.,A vizinha nova? Não conheço.
41138,"paraphrase: Se desse para escolher, eu escolheria o azul.","Se eu pudesse escolher, escolheria o azul."
41139,"paraphrase: Definitivamente, não dá para aguentar tantas críticas.","Definitivamente, não consigo aguentar tantas críticas."
41140,"paraphrase: Maria pediu para João para de mexer com ela, mas ele continuava a importunando.","Maria pediu a João que parasse de provocá-la, mas ele continuava a importuná-la."
41141,paraphrase: A União Europeia tem 27 países.,A União Europeia é composta por 27 países.
41142,paraphrase: Nós nos conhecemos?,A gente se conhece?
41143,paraphrase: Onde está a farofa?,Cadê a farofa?
41144,paraphrase: Ela não responde às minhas ligações.,Ela não atende às minhas ligações.
41145,paraphrase: A quadrilha foi apanhada em flagrante.,A quadrilha foi pega em flagrante.
41146,paraphrase: Ele é humano.,Isso é uma pessoa.
41147,paraphrase: Estas são pessoas.,Isso é uma pessoa.
41148,paraphrase: Ela quer mais.,Ele quer mais.
41149,paraphrase: Tenho que aquecê-lo.,Eu tenho que aquecê-lo.
41150,paraphrase: Assim não dá.,Desse jeito não dá.
41151,paraphrase: Ele está com febre de 39º C.,Ele está com febre de trinta e nove graus Celsius.
41152,paraphrase: Não puxem elas pelo cabelo.,Não as puxe pelo cabelo.
41153,paraphrase: Esta cidade é tão deserta.,Essa cidade está tão deserta.
41154,paraphrase: Tenho descendência francesa.,Eu tenho descendência francesa.
41155,paraphrase: Tenho apenas uma hora livre.,Não tenho mais do que uma hora livre.
41156,paraphrase: Tenho uma hora inteirinha livre.,Tenho toda uma hora livre.
41157,paraphrase: Estou desistindo do projeto.,Estou a desistir do projeto.
41158,paraphrase: Sem a colaboração dele eu não podia fazer nada.,Sem a colaboração dele nós não podíamos fazer nada.
41159,paraphrase: Ele tinha uma arma consigo.,Ele portava um arma.
41160,paraphrase: Eu pego o ônibus das quinze para as seis.,Eu pego o ônibus das cinco e quarenta e cinco.
41161,"paraphrase: Chora amargamente, mas dança a ""prissiadka"".","Desfaz-se em lágrimas, mas são lágrimas de crocodilo."
41162,paraphrase: Não curto café.,Não sou chegado a café.
41163,paraphrase: Não gosto de café.,Não sou chegado a café.
41164,"paraphrase: Na próxima aula, iremos cantar!",Iremos cantar na próxima aula.
41165,paraphrase: Le avion esseva non plus que un parve puncto in le celo.,O avião era apenas um pequenino ponto no céu.
41166,paraphrase: O avião era não mais que um pequeno ponto no céu.,O avião era apenas um pequenino ponto no céu.
41167,paraphrase: Le sanitate vale plus que le moneta.,Saúde vale mais que dinheiro.
41168,paraphrase: A saúde vale mais que o dinheiro.,Saúde vale mais que dinheiro.
41169,paraphrase: Isto non admitte plus que un sol interpretation.,Isto não admite mais do que uma só interpretação.
41170,paraphrase: Isto admite apenas uma única interpretação.,Isto não admite mais do que uma só interpretação.
41171,"paraphrase: Se eu estiver atrapalhando, fale.","Caso eu esteja atrapalhando, fale."
41172,paraphrase: O meu computador congela muito.,O meu computador está congelando muito.
41173,paraphrase: Posso te levar até a sua casa?,Posso levá-la até sua casa?
41174,"paraphrase: Por favor, eu desejo dois quilos de queijo e três reais em pães.","Me vê três quilos de queijo e três reais de pão, por favor."
41175,paraphrase: Não consigo entender mesmo uma palavra que ele diz.,Não consigo entender nem uma palavra do que ele diz.
41176,paraphrase: O informe meteorológico disse que choverá amanhã à tarde.,"Disseram-nos que, devido à neve, poderíamos retornar para casa."
41177,paraphrase: Você não saciou os cães.,Você não matou a fome dos cachorros.
41178,paraphrase: Você não alimentou os cães.,Você não matou a fome dos cachorros.
41179,paraphrase: Sonho em um dia ser feliz.,Sonho em ser feliz um dia.
41180,paraphrase: Agregou os mais lúcidos para um conselho.,Congregou os mais perspicazes para uma orientação.
41181,paraphrase: Reuniu os mais inteligentes para um parecer.,Congregou os mais perspicazes para uma orientação.
41182,paraphrase: Agregou vários exemplos.,Reuniu diferentes exemplos.
41183,paraphrase: Acumulou vários exemplos.,Juntou diversos exemplos.
41184,paraphrase: Agregou novas razões a tantas já aduzidas.,Acrescentou outras razões a tantas já apresentadas.
41185,paraphrase: Todas as sexta-feiras fazemos escleroterapia.,Każdy piątek robimy skleroterapie
41186,paraphrase: O meu telefone está velho.,Meu telefone é antigo.
41187,paraphrase: Irei para Miami em julho.,"Em julho, irei para Miami."
41188,paraphrase: Você irá jogar futebol amanhã com a gente?,Você irá jogar futebol amanhã conosco?
41189,paraphrase: Você irá à Finlândia quando?,Quando você irá à Finlândia?
41190,paraphrase: Não creio que isso vá funcionar novamente.,Eu não creio que isso irá funcionar novamente.
41191,paraphrase: Meu último esposo era realmente muito burro.,Meu último marido era realmente estúpido.
41192,paraphrase: Será que ele está ouvindo?,Será que eles estão ouvindo?
41193,paraphrase: Será que ela está ouvindo?,Será que eles estão ouvindo?
41194,paraphrase: Eu sei quatro idiomas.,Eu sei quatro línguas.
41195,paraphrase: Todos lhe obedecem.,Todos obedecem a ele.
41196,paraphrase: Todo mundo obedece a ela.,Todos obedecem a ele.
41197,paraphrase: Eu sou uruguaio.,Sou uruguaio.
41198,paraphrase: Nós somos franceses.,Somos franceses.
41199,paraphrase: Eles são russos?,Elas são russas?
41200,paraphrase: Eu sou grego.,Sou grego.
41201,paraphrase: Hoje irá chover?,Irá chover hoje?
41202,paraphrase: Aconteceu alguma coisa com a bebê?,Aconteceu alguma coisa com o bebê?
41203,paraphrase: Ela é a tua tia?,Ela é a sua tia?
41204,paraphrase: Eu vou entrevistá-la.,Vou entrevistá-la.
41205,paraphrase: Vamos dançar até adormecer.,Nos va dansa asta cuando nos adormi.
41206,paraphrase: Tom trabalha em uma agência de publicidade.,Tom trabalha numa agência de publicidade.
41207,paraphrase: Eu vivo estressado.,Vivo estressado.
41208,paraphrase: Hoje está ventando.,Hoje está vento.
41209,paraphrase: Hoje faz vento.,Hoje está vento.
41210,paraphrase: Está ventania hoje.,Está um dia de vento hoje.
41211,paraphrase: Vocês fizeram o trabalho de casa?,Vocês fizeram o dever de casa?
41212,paraphrase: Eu não sou um ateu militante.,Eu não sou uma ateia militante.
41213,paraphrase: Isso é pra valer?,Isso é para valer?
41214,paraphrase: Eu não sou menina.,Eu não sou uma menina.
41215,paraphrase: Você está gripada?,Estás com gripe?
41216,paraphrase: Seria melhor que você o esquecesse o mais rapidamente possível.,O melhor será você esquecê-lo o mais rapidamente possível.
41217,paraphrase: Quantos quadrados você consegue enxergar?,Quantos quadrados consegues ver?
41218,"paraphrase: Ele fala devagar, de modo a não cometer erros.","Ele fala devagar, para não cometer erros."
41219,paraphrase: Como se abre esse cofre?,Como abrir esse cofre?
41220,"paraphrase: Então você vem? ""Não tenho outro jeito.""","Então você vem? ""E eu tenho alguma escolha?"""
41221,paraphrase: Sua mãe ficará orgulhosa de você.,Tua mãe se orgulhará de ti.
41222,paraphrase: Essa aldeia é um fim de mundo – para a cidade mais próxima são 500 quilômetros.,Essa aldeia é o fim do mundo – fica a 500 quilômetros da cidade mais próxima.
41223,paraphrase: Quanto tempo eles vão ficar?,Eles vieram para ficar quanto tempo?
41224,paraphrase: Tom está sempre pronto para pregar uma peça em alguém.,Tom está sempre pronto para passar um trote em alguém.
41225,paraphrase: Você veio com eles?,Vieste com eles?
41226,paraphrase: Esta é a tendência.,Isto já revela uma tendência.
41227,paraphrase: Quem é o dono desta granja?,A quem pertence esta granja?
41228,paraphrase: Tom é capaz de abrir qualquer fechadura.,Tom pode abrir qualquer fechadura.
41229,paraphrase: O paciente começou a se recuperar.,O paciente começou a apresentar melhoras.
41230,paraphrase: Meus rendimentos são duas vezes maiores que meus gastos.,Minha receita é duas vezes superior às minhas despesas.
41231,paraphrase: Eu gostaria de saber por que você fica tão preocupado antes de um exame.,Pergunto-me por que você fica tão nervoso antes do exame.
41232,paraphrase: Gostei do seu discurso.,Gostei de teu discurso.
41233,paraphrase: Vale a pena tentarmos.,Vale a pena nós tentarmos.
41234,paraphrase: Eu não sei a resposta à pergunta que o professor está fazendo.,O professor está fazendo uma pergunta à qual eu não sei responder.
41235,"paraphrase: Fica calmo, rapaz!","Fique calmo, rapaz."
41236,paraphrase: Eu estava atrasada.,Eu cheguei tarde.
41237,paraphrase: Estive em Roma.,Eu estava em Roma.
41238,paraphrase: Todo mundo me engana.,Todos me fazem de tolo.
41239,paraphrase: Fui enganado de novo.,Fizeram-me de tolo novamente.
41240,paraphrase: Quantos atletas participam da competição?,Quantos atletas participam das competições?
41241,paraphrase: A tarefa provou ser demais para ele.,A tarefa provou ser muito difícil para ele.
41242,paraphrase: Todos os alunos obtiveram boas notas.,Todos os alunos obtiveram notas altas.
41243,paraphrase: Eu trabalho em uma fábrica de doces.,Eu trabalho numa confeitaria.
41244,paraphrase: Isso é tão inculto!,Isso é tão primário!
41245,paraphrase: Eles estimam o Tom.,Eles respeitam o Tom.
41246,paraphrase: Eles consideram o Tom.,Eles respeitam o Tom.
41247,"paraphrase: Não conte para ela, ok?","Não conte pra ela, ok?"
41248,paraphrase: Disso eu tenho certeza.,Disso tenho certeza.
41249,paraphrase: Não consigo entendê-los.,Eu não consigo entendê-los.
41250,paraphrase: Comprei as passagens.,Eu comprei as passagens.
41251,"paraphrase: O que, de um modo geral, você sabe sobre isso?","O que, de modo geral, tu sabes sobre isso?"
41252,paraphrase: A atividade no porto era intensa.,O trabalho no porto era intenso.
